timestamp,node_id,pid,name,cpu,memory,threads,status
2026-05-29T12:38:29.837225+00:00,LAPTOP-RSR05V3M,33672,python.exe,77.5,0.4,4,running
2026-05-29T12:38:29.837225+00:00,LAPTOP-RSR05V3M,39472,python.exe,76.8,0.4,5,running
2026-05-29T12:38:29.837225+00:00,LAPTOP-RSR05V3M,4408,MemCompression,14.2,10.5,214,running
2026-05-29T12:38:29.837225+00:00,LAPTOP-RSR05V3M,4,System,9.2,0.0,483,running
2026-05-29T12:38:29.837225+00:00,LAPTOP-RSR05V3M,4288,svchost.exe,6.2,0.1,4,running
2026-05-29T12:38:29.837225+00:00,LAPTOP-RSR05V3M,26688,dwm.exe,4.9,0.5,60,running
2026-05-29T12:38:29.837225+00:00,LAPTOP-RSR05V3M,24116,svchost.exe,4.2,0.1,19,running
2026-05-29T12:38:29.837225+00:00,LAPTOP-RSR05V3M,5640,MsMpEng.exe,3.9,1.2,65,running
2026-05-29T12:38:29.837225+00:00,LAPTOP-RSR05V3M,6436,svchost.exe,3.8,0.1,11,running
2026-05-29T12:38:34.719643+00:00,LAPTOP-RSR05V3M,0,System Idle Process,1343.8,0.0,48,running
2026-05-29T12:38:34.719643+00:00,LAPTOP-RSR05V3M,33672,python.exe,76.9,0.4,4,running
2026-05-29T12:38:34.719643+00:00,LAPTOP-RSR05V3M,39472,python.exe,76.7,0.4,5,running
2026-05-29T12:38:34.719643+00:00,LAPTOP-RSR05V3M,4,System,9.2,0.0,483,running
2026-05-29T12:38:34.719643+00:00,LAPTOP-RSR05V3M,31040,Code.exe,8.0,5.3,28,running
2026-05-29T12:38:34.719643+00:00,LAPTOP-RSR05V3M,24116,svchost.exe,6.4,0.1,19,running
2026-05-29T12:38:34.719643+00:00,LAPTOP-RSR05V3M,26688,dwm.exe,6.2,0.5,60,running
2026-05-29T12:38:34.719643+00:00,LAPTOP-RSR05V3M,6436,svchost.exe,4.2,0.1,11,running
2026-05-29T12:38:34.719643+00:00,LAPTOP-RSR05V3M,5640,MsMpEng.exe,4.0,1.2,65,running
2026-05-29T12:38:34.719643+00:00,LAPTOP-RSR05V3M,4408,MemCompression,3.9,10.5,214,running
2026-05-29T12:38:43.089858+00:00,LAPTOP-RSR05V3M,0,System Idle Process,1350.0,0.0,48,running
